latitude,longitude,data,bright_ti4,bright_ti5,frp,scan,track,confidence_num,daynight_num,fonte,classe,data_original,ano,mes,dia,dia_do_ano,risco_fogo,diferenca_brilho,temperatura,umidade,vento,chuva,frp_por_brilho,periodo_seco
-12.53458,-65.44341,2026-06-02,340.06,296.0,4.93,0.41,0.37,60,1,NASA_FIRMS,queimada,2026-06-02,2026,6,2,153,20403.6,44.06,,,,,0.014454934615610156,0
-19.520187906532207,-49.91291108642778,2025-07-19,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-07-19,2025,7,19,200,0.0,0.0,,,,,0.0,1
-28.81266,-55.47607,2026-06-03,331.44,297.87,5.9,0.39,0.36,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,19886.4,33.56999999999999,,,,,0.01774756347009987,0
-3.798897010116754,-37.67347171447093,2025-11-15,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-11-15,2025,11,15,319,0.0,0.0,,,,,0.0,0
5.798487616127268,-45.72863759511348,2026-04-24,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-04-24,2026,4,24,114,0.0,0.0,,,,,0.0,0
-15.94853,-61.84134,2026-06-05,295.43,283.58,0.82,0.34,0.56,60,0,NASA_FIRMS,queimada,2026-06-05,2026,6,5,156,17725.8,11.850000000000025,,,,,0.0027662517289073303,0
-25.580099146363164,-36.297863242723,2025-07-25,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-07-25,2025,7,25,206,0.0,0.0,,,,,0.0,1
-17.027146440718823,-46.67924639436536,2026-12-23,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-12-23,2026,12,23,357,0.0,0.0,,,,,0.0,0
-11.925412490120571,-67.91149742710232,2026-07-15,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-07-15,2026,7,15,196,0.0,0.0,,,,,0.0,1
-15.94963,-61.83829,2026-06-02,339.25,300.17,4.71,0.39,0.36,60,1,NASA_FIRMS,queimada,2026-06-02,2026,6,2,153,20355.0,39.079999999999984,,,,,0.013842762674504041,0
-14.36782,-53.42453,2026-06-02,352.24,300.61,4.24,0.38,0.59,60,1,NASA_FIRMS,queimada,2026-06-02,2026,6,2,153,21134.4,51.63,,,,,0.01200317064885064,0
-11.33195,-51.38999,2026-06-05,298.07,287.28,0.85,0.51,0.49,60,0,NASA_FIRMS,queimada,2026-06-05,2026,6,5,156,17884.2,10.79000000000002,,,,,0.002842143979670311,0
-6.997437871375453,-66.97749946468193,2024-08-10,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-08-10,2024,8,10,223,0.0,0.0,,,,,0.0,1
-21.00098765503447,-55.28377995241814,2024-09-03,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-09-03,2024,9,3,247,0.0,0.0,,,,,0.0,1
-12.52188,-65.9399,2026-06-02,352.0,301.54,59.44,0.43,0.38,60,1,NASA_FIRMS,queimada,2026-06-02,2026,6,2,153,21120.0,50.45999999999998,,,,,0.16838526912181304,0
-21.044335802473228,-70.04784865028425,2026-07-01,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-07-01,2026,7,1,182,0.0,0.0,,,,,0.0,1
-32.11995807428574,-72.46096691345136,2026-10-01,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-10-01,2026,10,1,274,0.0,0.0,,,,,0.0,1
-25.94731413818053,-57.25385411535368,2025-09-15,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-09-15,2025,9,15,258,0.0,0.0,,,,,0.0,1
-29.34085,-59.68872,2026-06-04,328.82,290.13,3.02,0.33,0.56,60,1,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,19729.2,38.69,,,,,0.009156509611303135,0
-12.68254,-65.31384,2026-06-02,334.08,298.24,2.61,0.41,0.37,60,1,NASA_FIRMS,queimada,2026-06-02,2026,6,2,153,20044.8,35.839999999999975,,,,,0.007789184672317059,0
-28.49715,-55.18948,2026-06-03,329.87,296.83,1.63,0.38,0.36,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,19792.2,33.04000000000002,,,,,0.004926406141384834,0
-8.985216509842616,-39.90856661927017,2026-11-11,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-11-11,2026,11,11,315,0.0,0.0,,,,,0.0,0
-30.96813370519705,-51.32454300528647,2024-10-30,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-10-30,2024,10,30,304,0.0,0.0,,,,,0.0,1
-1.4457525874133097,-50.994690766801945,2025-12-31,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-12-31,2025,12,31,365,0.0,0.0,,,,,0.0,0
3.365536786390344,-62.15590348900622,2026-09-16,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-09-16,2026,9,16,259,0.0,0.0,,,,,0.0,1
-8.29579,-48.23835,2026-06-04,304.56,291.44,0.94,0.38,0.36,60,0,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,18273.6,13.120000000000005,,,,,0.003076318889907056,0
0.2854665602597848,-71.15943212517816,2025-10-13,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-10-13,2025,10,13,286,0.0,0.0,,,,,0.0,1
-32.88573157314681,-40.72663028791965,2025-10-09,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-10-09,2025,10,9,282,0.0,0.0,,,,,0.0,1
-24.52351,-60.63141,2026-06-04,336.38,299.38,3.3,0.34,0.56,60,1,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,20182.8,37.0,,,,,0.009781255557531567,0
-13.76632,-63.81845,2026-06-03,343.39,300.77,11.05,0.4,0.44,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,20603.4,42.620000000000005,,,,,0.03208571677458696,0
-19.91026366492089,-64.11859184142772,2024-12-14,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-12-14,2024,12,14,349,0.0,0.0,,,,,0.0,0
-17.49807,-59.50875,2026-06-03,309.92,291.34,1.3,0.5,0.41,60,0,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,18595.2,18.58000000000004,,,,,0.004181139843046443,0
-11.57769,-54.58155,2026-06-05,328.85,288.96,2.19,0.41,0.61,60,0,NASA_FIRMS,queimada,2026-06-05,2026,6,5,156,19731.0,39.89000000000004,,,,,0.006639381537062301,0
-16.60296,-58.24429,2026-06-03,335.93,305.53,5.98,0.38,0.36,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,20155.8,30.400000000000038,,,,,0.01774849375241148,0
-21.746939852754107,-37.95034080433802,2026-06-12,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-06-12,2026,6,12,163,0.0,0.0,,,,,0.0,0
-26.11079,-54.25748,2026-06-04,332.1,299.97,6.14,0.46,0.39,60,1,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,19926.0,32.129999999999995,,,,,0.018432903032122482,0
-6.937198530316046,-52.55543845612048,2025-01-22,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-01-22,2025,1,22,22,0.0,0.0,,,,,0.0,0
-5.732323948136759,-72.62449929740792,2024-05-07,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-05-07,2024,5,7,128,0.0,0.0,,,,,0.0,0
-18.53716,-58.58967,2026-06-03,367.0,296.76,7.23,0.44,0.39,90,0,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,33030.0,70.24000000000001,,,,,0.019646739130434784,0
-33.52668994043147,-64.72189707680026,2026-11-15,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-11-15,2026,11,15,319,0.0,0.0,,,,,0.0,0
-1.906542723212489,-71.79536242283702,2024-05-01,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-05-01,2024,5,1,122,0.0,0.0,,,,,0.0,0
-16.65896,-59.64634,2026-06-03,323.37,290.91,2.58,0.53,0.42,60,0,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,19402.2,32.45999999999998,,,,,0.007953879828590808,0
0.2697781242095018,-45.43400901422761,2025-05-04,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-05-04,2025,5,4,124,0.0,0.0,,,,,0.0,0
-24.321710846486685,-68.61665382393463,2025-04-19,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-04-19,2025,4,19,109,0.0,0.0,,,,,0.0,0
-17.49386,-59.53259,2026-06-03,353.57,294.77,12.06,0.51,0.41,60,0,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,21214.2,58.80000000000001,,,,,0.03401302986716304,0
-14.240865118511032,-72.26491445414577,2024-09-29,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-09-29,2024,9,29,273,0.0,0.0,,,,,0.0,1
-12.43968,-58.48132,2026-06-05,321.82,289.59,3.28,0.52,0.67,60,0,NASA_FIRMS,queimada,2026-06-05,2026,6,5,156,19309.2,32.23000000000002,,,,,0.010160460937984015,0
-17.49288,-59.51228,2026-06-04,349.12,303.41,4.09,0.47,0.48,60,1,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,20947.2,45.70999999999998,,,,,0.011681709128298868,0
-9.18523,-58.05935,2026-06-04,329.72,298.05,23.72,0.46,0.39,60,1,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,19783.2,31.670000000000016,,,,,0.07172230285437832,0
-11.56348,-47.20304,2026-06-04,340.8,295.61,6.14,0.52,0.5,60,1,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,20448.0,45.19,,,,,0.01796372147454652,0
-20.06742846953169,-52.427014290191,2025-05-28,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-05-28,2025,5,28,148,0.0,0.0,,,,,0.0,0
-14.24899,-53.26031,2026-06-03,338.03,302.64,4.59,0.39,0.44,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,20281.8,35.389999999999986,,,,,0.013538624900451289,0
-25.674960444881776,-71.97276458148616,2025-03-31,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-03-31,2025,3,31,90,0.0,0.0,,,,,0.0,0
-4.892652468152541,-58.90420565440377,2025-11-22,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-11-22,2025,11,22,326,0.0,0.0,,,,,0.0,0
-7.64269,-36.86597,2026-06-03,327.88,293.31,2.16,0.42,0.38,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,19672.8,34.56999999999999,,,,,0.006567745074191195,0
-12.17049,-59.75588,2026-06-04,346.37,302.21,12.17,0.42,0.45,60,1,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,20782.2,44.160000000000025,,,,,0.035034689236261046,0
-11.99534898822128,-50.23739221633657,2025-02-07,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-02-07,2025,2,7,38,0.0,0.0,,,,,0.0,0
-26.667621838146385,-67.04411071685163,2024-07-03,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-07-03,2024,7,3,185,0.0,0.0,,,,,0.0,1
-16.54987,-59.29111,2026-06-05,307.61,289.51,2.06,0.51,0.66,60,0,NASA_FIRMS,queimada,2026-06-05,2026,6,5,156,18456.6,18.100000000000023,,,,,0.00667509153948349,0
-4.548683321880652,-44.6082028377125,2026-06-17,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-06-17,2026,6,17,168,0.0,0.0,,,,,0.0,0
-12.45577,-58.47347,2026-06-04,350.72,294.01,4.65,0.35,0.56,60,0,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,21043.2,56.71000000000004,,,,,0.013220743773456159,0
-0.5255489928695951,-60.94859964600646,2025-11-07,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-11-07,2025,11,7,311,0.0,0.0,,,,,0.0,0
-30.16762,-52.9236,2026-06-04,338.98,296.3,4.35,0.45,0.39,60,1,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,20338.800000000003,42.68000000000001,,,,,0.01279487028648744,0
-29.453616722411823,-45.39724342641529,2025-10-14,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-10-14,2025,10,14,287,0.0,0.0,,,,,0.0,1
-23.31618885862537,-50.45975751972494,2026-03-06,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-03-06,2026,3,6,65,0.0,0.0,,,,,0.0,0
1.2020809431965347,-54.53389678102586,2024-09-24,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-09-24,2024,9,24,268,0.0,0.0,,,,,0.0,1
4.918812917759084,-43.2471328893101,2025-12-16,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-12-16,2025,12,16,350,0.0,0.0,,,,,0.0,0
-27.63994,-56.11664,2026-06-04,367.0,297.05,7.97,0.4,0.44,90,1,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,33030.0,69.94999999999999,,,,,0.021657608695652173,0
-12.57664,-58.3878,2026-06-03,332.2,302.76,2.35,0.39,0.36,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,19932.0,29.44,,,,,0.007052821128451381,0
-24.16401,-56.43212,2026-06-04,331.9,296.35,4.3,0.56,0.43,60,1,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,19914.0,35.549999999999955,,,,,0.012916791829378192,0
-18.27847,-60.81454,2026-06-03,327.12,301.45,2.9,0.46,0.39,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,19627.2,25.670000000000016,,,,,0.008838229915884432,0
-20.88936213580915,-57.038627635794064,2026-08-05,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-08-05,2026,8,5,217,0.0,0.0,,,,,0.0,1
5.389439217553722,-52.03620895711097,2025-06-19,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-06-19,2025,6,19,170,0.0,0.0,,,,,0.0,0
1.700822143325837,-41.7895432433534,2024-04-23,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-04-23,2024,4,23,114,0.0,0.0,,,,,0.0,0
-12.99756,-64.58453,2026-06-03,337.03,297.88,3.86,0.43,0.46,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,20221.8,39.14999999999998,,,,,0.011419104813182262,0
-4.879580384948969,-66.88183123244258,2025-06-22,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-06-22,2025,6,22,173,0.0,0.0,,,,,0.0,0
-24.72647,-56.70927,2026-06-04,329.47,297.15,4.34,0.39,0.44,60,1,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,19768.2,32.32000000000005,,,,,0.013132810845159923,0
-28.175600976340647,-60.89153262507077,2026-05-29,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-05-29,2026,5,29,149,0.0,0.0,,,,,0.0,0
-18.54718,-58.59781,2026-06-03,353.32,314.8,24.23,0.39,0.36,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,21199.2,38.51999999999998,,,,,0.06838451117633777,0
-23.68107361879968,-41.606559940973405,2024-10-29,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-10-29,2024,10,29,303,0.0,0.0,,,,,0.0,1
-17.611877136433034,-61.90463374110317,2026-03-31,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-03-31,2026,3,31,90,0.0,0.0,,,,,0.0,0
-10.38728,-49.44588,2026-06-04,350.09,302.45,7.15,0.39,0.44,60,1,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,21005.4,47.63999999999999,,,,,0.020365148537412062,0
-10.56342,-46.63009,2026-06-03,348.61,292.31,15.28,0.61,0.71,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,20916.6,56.30000000000001,,,,,0.04370584365435771,0
-10.263131996045438,-69.74864978328226,2025-02-24,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-02-24,2025,2,24,55,0.0,0.0,,,,,0.0,0
-17.49416,-59.52166,2026-06-05,319.27,289.84,3.96,0.51,0.66,60,0,NASA_FIRMS,queimada,2026-06-05,2026,6,5,156,19156.2,29.430000000000007,,,,,0.012364567396259407,0
-2.936931383987087,-40.164174028694816,2025-03-28,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-03-28,2025,3,28,87,0.0,0.0,,,,,0.0,0
-11.13892,-45.14712,2026-06-03,318.92,287.98,0.95,0.34,0.56,60,0,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,19135.2,30.94,,,,,0.002969492373093273,0
-5.43359,-47.25584,2026-06-03,305.02,287.37,0.91,0.41,0.45,60,0,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,18301.2,17.649999999999977,,,,,0.0029736618521665256,0
-12.43796,-58.48239,2026-06-05,317.53,288.31,3.5,0.7,0.75,60,0,NASA_FIRMS,queimada,2026-06-05,2026,6,5,156,19051.8,29.21999999999997,,,,,0.010987976014818072,0
-16.47204,-59.82951,2026-06-02,350.37,299.28,10.45,0.44,0.39,60,1,NASA_FIRMS,queimada,2026-06-02,2026,6,2,153,21022.2,51.09000000000003,,,,,0.029740729145914562,0
-10.582649714032456,-45.7019734637876,2025-11-28,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-11-28,2025,11,28,332,0.0,0.0,,,,,0.0,0
-8.55662,-61.50355,2026-06-03,334.07,291.11,4.44,0.41,0.37,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,20044.2,42.95999999999998,,,,,0.013250962485450803,0
-16.76203,-59.7284,2026-06-02,353.62,300.44,7.89,0.44,0.39,60,1,NASA_FIRMS,queimada,2026-06-02,2026,6,2,153,21217.2,53.18000000000001,,,,,0.022249168123625287,0
-16.64829,-59.63921,2026-06-03,300.82,290.45,0.95,0.53,0.42,60,0,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,18049.2,10.370000000000005,,,,,0.003147571400172288,0
-20.2344,-40.22866,2026-06-02,326.97,297.63,2.7,0.49,0.4,30,1,NASA_FIRMS,queimada,2026-06-02,2026,6,2,153,9809.1,29.340000000000032,,,,,0.008232460286001768,0
-23.59641,-55.65516,2026-06-03,300.79,284.0,0.53,0.39,0.37,60,0,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,18047.4,16.79000000000002,,,,,0.0017561880778024454,0
-33.87581081626964,-58.154152278577484,2025-01-24,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-01-24,2025,1,24,24,0.0,0.0,,,,,0.0,0
-20.7553428048538,-40.34386073914158,2026-09-15,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-09-15,2026,9,15,258,0.0,0.0,,,,,0.0,1
-2.082911875237876,-46.39950979622615,2026-06-17,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-06-17,2026,6,17,168,0.0,0.0,,,,,0.0,0
-16.55067,-59.29313,2026-06-05,310.04,288.76,2.16,0.66,0.73,60,0,NASA_FIRMS,queimada,2026-06-05,2026,6,5,156,18602.4,21.28000000000003,,,,,0.006944444444444444,0
-15.64353,-60.24892,2026-06-03,338.47,305.53,4.93,0.42,0.37,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,20308.2,32.940000000000055,,,,,0.014522638230182341,0
0.3904881929736419,-36.51582810409512,2024-12-10,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-12-10,2024,12,10,345,0.0,0.0,,,,,0.0,0
-7.50938,-54.99928,2026-06-02,327.36,293.15,15.89,0.4,0.6,60,1,NASA_FIRMS,queimada,2026-06-02,2026,6,2,153,19641.6,34.21000000000004,,,,,0.04839200877086125,0
-27.560512570036167,-44.71760480185237,2026-12-19,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-12-19,2026,12,19,353,0.0,0.0,,,,,0.0,0
-16.64594,-60.78189,2026-06-03,332.06,301.25,2.69,0.45,0.39,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,19923.6,30.81,,,,,0.008076622830721192,0
0.2787577316315719,-36.93857512333399,2025-02-20,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-02-20,2025,2,20,51,0.0,0.0,,,,,0.0,0
-15.88717285723884,-38.93381931254965,2026-03-22,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-03-22,2026,3,22,81,0.0,0.0,,,,,0.0,0
-17.85398,-62.60333,2026-06-04,333.76,297.55,2.34,0.38,0.59,60,1,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,20025.6,36.20999999999998,,,,,0.006990082447126299,0
-14.15395,-53.98793,2026-06-02,332.17,299.11,2.46,0.36,0.57,60,1,NASA_FIRMS,queimada,2026-06-02,2026,6,2,153,19930.2,33.06,,,,,0.007383617972806675,0
-7.309151280304491,-57.78307781295753,2024-07-28,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-07-28,2024,7,28,210,0.0,0.0,,,,,0.0,1
-16.64374,-60.77768,2026-06-04,334.32,300.7,7.0,0.56,0.51,60,1,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,20059.2,33.620000000000005,,,,,0.02087558153405702,0
-26.4996,-54.55951,2026-06-04,336.18,295.88,2.57,0.48,0.4,60,1,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,20170.8,40.30000000000001,,,,,0.007622041639480395,0
-28.661,-59.14567,2026-06-04,325.04,293.1,3.8,0.61,0.53,60,1,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,19502.4,31.94,,,,,0.011655011655011654,0
-17.49019,-59.48977,2026-06-04,329.5,304.46,27.18,0.47,0.48,30,1,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,9885.0,25.04000000000002,,,,,0.08223903177004538,0
4.441696780112018,-69.12612816767748,2026-01-14,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-01-14,2026,1,14,14,0.0,0.0,,,,,0.0,0
-22.97334,-59.79843,2026-06-03,329.66,302.29,3.3,0.46,0.39,60,1,NASA_FIRMS,queimada,2026-06-03,2026,6,3,154,19779.6,27.370000000000005,,,,,0.009980039920159679,0
-16.59513,-58.23961,2026-06-04,341.85,304.13,15.64,0.38,0.44,60,1,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,20511.0,37.72000000000003,,,,,0.0456176170336882,0
-10.676411548379647,-63.15310572026884,2025-12-15,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-12-15,2025,12,15,349,0.0,0.0,,,,,0.0,0
2.547643177762019,-45.18623963595653,2024-04-17,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-04-17,2024,4,17,108,0.0,0.0,,,,,0.0,0
-17.421527430003767,-43.06071416882122,2024-07-31,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-07-31,2024,7,31,213,0.0,0.0,,,,,0.0,1
-20.695488941865992,-43.387786432934185,2025-01-16,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-01-16,2025,1,16,16,0.0,0.0,,,,,0.0,0
-26.65463858805998,-56.36523685117215,2025-06-25,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2025-06-25,2025,6,25,176,0.0,0.0,,,,,0.0,0
-18.76503448342358,-64.2241169307851,2024-11-09,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2024-11-09,2024,11,9,314,0.0,0.0,,,,,0.0,0
-13.222785602929768,-65.04893371629181,2026-10-23,0.0,0.0,0.0,0.0,0.0,0,0,GERADO,normal,2026-10-23,2026,10,23,296,0.0,0.0,,,,,0.0,1
-1.84476,-55.33417,2026-06-04,330.05,295.3,4.56,0.4,0.37,60,1,NASA_FIRMS,queimada,2026-06-04,2026,6,4,155,19803.0,34.75,,,,,0.013774354327140914,0
